source,raw_institute,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
1-marinespecies.org_users_2023-11-07,IMARES Wageningen UR,1-marinespecies.org_users_2023-11-07_f9c230a5-4514-435e-b3a3-ad275182a7e4,IMARES - Wageningen Marine Research (WUR),,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,Conchology Inc.,1-marinespecies.org_users_2023-11-07_1db4d522-364a-43d1-a8df-94b4581301fe,Conchology Inc.,1536.0,1536.0,PH,PHL,Republic of the Philippines,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3APH,,Company,Industry,-,-,d9e97252-edbb-4a7c-a5bd-06413445d47c
1-marinespecies.org_users_2023-11-07,Cardiff University,1-marinespecies.org_users_2023-11-07_3742c6cd-9a65-4dea-9d5d-a59bb71475b6,Cardiff University,2022.0,2022.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,https://marineinfo.org/id/institute/5202,https://ror.org/03kk7td41,d9b32d7c-1c78-49a2-ab87-e22b8160b4fd
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_3069dde4-6161-4a98-9df7-af9f3c67e11a,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_c7f6992b-0c29-41ba-8a03-c0384618c029,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,"Ifremer, Laboratoire des sciences de l’Environnement MARin (LEMAR)",1-marinespecies.org_users_2023-11-07_3b1d03ef-89f4-4ade-af3d-79a214e76eca,IFREMER Institut Français de Recherche pour l'Exploitation de la Mer - Laboratoire des sciences de l’Environnement MARin (LEMAR),,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_10449d19-cafd-40cc-86b6-46352075865f,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_9be82093-5eb8-4577-836f-e5172b5b6841,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_cb26bb18-0213-4396-b758-0aebbb61b4e6,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_c61475fd-fa93-4813-974b-6b8b431e77c5,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_8e6f8831-895c-4ac9-a060-62112c64fe72,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,Washington State Department of Ecology,1-marinespecies.org_users_2023-11-07_6d1802dc-0188-4865-a7a3-51b56160fc35,Washington State Department of Ecology,2490.0,2490.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,Governmental body,Policy,https://marineinfo.org/id/institute/9908,https://ror.org/03gb01811,dafbac71-4a49-4257-91b5-13abee87832e
1-marinespecies.org_users_2023-11-07,Utrecht,1-marinespecies.org_users_2023-11-07_0639a773-68c2-4dd6-b2ee-44625e5a1fe0,Utrecht University,1441.0,1441.0,NL,NLD,Kingdom of the Netherlands,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ANL,,University,Science,https://marineinfo.org/id/institute/4540,https://ror.org/04pp8hn57,4a2caaf0-1942-4a01-9a00-7b4ce47d8b02
1-marinespecies.org_users_2023-11-07,Alfred Wegener Institute,1-marinespecies.org_users_2023-11-07_42a2c23a-ceb3-48ab-865d-0f01ce8f4d87,Alfred Wegener Institute for Polar and Marine Research (AWI),782.0,782.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,Research institute,Science,https://marineinfo.org/id/institute/950,https://ror.org/032e6b942,fda1b529-3d46-4506-b421-3c88a09911ee
1-marinespecies.org_users_2023-11-07,University of Strathclyde  Dept. Mathematics and Statistics,1-marinespecies.org_users_2023-11-07_0242dda2-22b9-4a48-a74c-3cb1523097ad,University of Sheffield - Department of Animal & Plant Sciences,2143.0,2143.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,https://marineinfo.org/id/institute/12180,-,a52067cd-dfa9-4ca0-993c-d7bc59316507
1-marinespecies.org_users_2023-11-07,Wilhelmshaven,1-marinespecies.org_users_2023-11-07_7e4d61db-2323-4022-bc7e-e839ef82f680,Wilhelmshaven,902.0,902.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,Other public authorities,Policy,-,-,b06de9d4-e75c-417c-91f5-45f537579510
1-marinespecies.org_users_2023-11-07,University of Baghdad,1-marinespecies.org_users_2023-11-07_9f7385ad-6f3e-49b1-8771-5f426fa2b79f,University of Baghdad,1107.0,1107.0,IQ,IRQ,Republic of Iraq,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AIQ,,University,Science,-,https://ror.org/007f1da21,1a65eea2-aa19-4848-9d5e-d71b0a54c34f
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_b143f61b-e057-4f42-8ed2-7ad1e89bc9ba,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,Bielefeld University,1-marinespecies.org_users_2023-11-07_baa5ff27-d4b1-4d87-8072-3313ff0519db,Bielefeld University,789.0,789.0,DE,DEU,Federal Republic of Germany,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ADE,,University,Science,-,https://ror.org/02hpadn98,f1f0d698-a0fa-4bba-8c98-070fb8d0d3d4
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_6795c80a-88ff-4f98-8ed9-68e53aa1b445,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,Florida Atlantic University,1-marinespecies.org_users_2023-11-07_18c6f440-9644-4264-bf28-9b8022713bee,Florida Atlantic University,2233.0,2233.0,US,USA,the United States of America,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AUS,,University,Science,-,https://ror.org/05p8w6387,0b6c59f7-e394-4d5f-a71b-4eb296188160
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_c0d1eaa6-a32f-4a27-8078-7757a105f70a,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,University College London,1-marinespecies.org_users_2023-11-07_3af96604-a47b-405f-9fe4-2730b3d07b3a,University College London,2093.0,2093.0,GB,GBR,the United Kingdom of Great Britain and Northern Ireland,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AGB,,University,Science,https://marineinfo.org/id/institute/5106,https://ror.org/02jx3x895,3c55f56f-1aab-4d6f-822d-4a4e499881e8
1-marinespecies.org_users_2023-11-07,,1-marinespecies.org_users_2023-11-07_fe2e3b05-295d-489e-8c1a-86fc4f6b7c44,,,,,,,,,,,,,
1-marinespecies.org_users_2023-11-07,MNHN,1-marinespecies.org_users_2023-11-07_8101ac0e-a2d3-43b1-a085-8bc6580e01c5,MNHN National Museum of Natural History,732.0,732.0,FR,FRA,French Republic,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3AFR,,Museum,Science,https://marineinfo.org/id/institute/4397,https://ror.org/03wkt5x30,d3c02001-d616-4e7c-a9bc-4c47f75c726b
