source,email_domain_end,email_domain_name,user_identifier,stand_institute,Unnamed: 0.1,Unnamed: 0,country_alpha2,country_alpha3,country_official_name,country_url,flemish,group,qh,MarineInfo_ID,ROR_ID,local_ID
2-mailinglist_lifewatch.be_users_2023-11-07,be,ugent,2-mailinglist_lifewatch.be_users_2023-11-07_811dd896-4d56-434e-a3bb-425b740ba6fe,Ghent University,185.0,185.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/471,https://ror.org/00cv9y106,374a6417-a31b-4ecd-a76d-9038141692c4
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,2-mailinglist_lifewatch.be_users_2023-11-07_287b57af-f42e-4175-9398-bf691f57ac18,Belgian Biodiversity Platform (BBPf),153.0,153.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Data infrastructure,Science,https://marineinfo.org/id/institute/1564,-,102b0676-f74c-4e8c-9893-36ccb700368f
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,2-mailinglist_lifewatch.be_users_2023-11-07_5e7c994e-a87c-44fb-8bd8-d83ee6c09131,Belgian Biodiversity Platform (BBPf),153.0,153.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Data infrastructure,Science,https://marineinfo.org/id/institute/1564,-,102b0676-f74c-4e8c-9893-36ccb700368f
2-mailinglist_lifewatch.be_users_2023-11-07,be,biodiversity,2-mailinglist_lifewatch.be_users_2023-11-07_076ace4a-e820-48a3-ba8c-e12fca17cc5d,Belgian Biodiversity Platform (BBPf),153.0,153.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Data infrastructure,Science,https://marineinfo.org/id/institute/1564,-,102b0676-f74c-4e8c-9893-36ccb700368f
2-mailinglist_lifewatch.be_users_2023-11-07,be,uliege,2-mailinglist_lifewatch.be_users_2023-11-07_c4e8a2d1-de68-42bc-be1d-67d4df55d8cc,University of Liège,,,,,,,,,,,,
2-mailinglist_lifewatch.be_users_2023-11-07,be,naturalsciences,2-mailinglist_lifewatch.be_users_2023-11-07_1e8276e1-177a-48fe-9c30-1d2d2080ee89,Royal Belgian Institute of Natural Sciences (RBINS),243.0,243.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Research institute,Science,https://marineinfo.org/id/institute/1883,https://ror.org/02y22ws83,ac8f2c17-78f0-4d05-9fe2-21db22fe55ef
2-mailinglist_lifewatch.be_users_2023-11-07,be,naturalsciences,2-mailinglist_lifewatch.be_users_2023-11-07_f82f2132-cfd4-4247-81f2-cf882dcb75d0,Royal Belgian Institute of Natural Sciences (RBINS),243.0,243.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Research institute,Science,https://marineinfo.org/id/institute/1883,https://ror.org/02y22ws83,ac8f2c17-78f0-4d05-9fe2-21db22fe55ef
2-mailinglist_lifewatch.be_users_2023-11-07,be,naturalsciences,2-mailinglist_lifewatch.be_users_2023-11-07_d670bf52-f9bc-4f94-9061-49e77b302e03,Royal Belgian Institute of Natural Sciences (RBINS),243.0,243.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Research institute,Science,https://marineinfo.org/id/institute/1883,https://ror.org/02y22ws83,ac8f2c17-78f0-4d05-9fe2-21db22fe55ef
2-mailinglist_lifewatch.be_users_2023-11-07,be,naturalsciences,2-mailinglist_lifewatch.be_users_2023-11-07_cd63eb20-1fbe-406d-af52-a13491310f2d,Royal Belgian Institute of Natural Sciences (RBINS),243.0,243.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Research institute,Science,https://marineinfo.org/id/institute/1883,https://ror.org/02y22ws83,ac8f2c17-78f0-4d05-9fe2-21db22fe55ef
2-mailinglist_lifewatch.be_users_2023-11-07,be,naturalsciences,2-mailinglist_lifewatch.be_users_2023-11-07_a46c9c9c-9ada-43e5-8ed8-53042e491076,Royal Belgian Institute of Natural Sciences (RBINS),243.0,243.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,o,Research institute,Science,https://marineinfo.org/id/institute/1883,https://ror.org/02y22ws83,ac8f2c17-78f0-4d05-9fe2-21db22fe55ef
2-mailinglist_lifewatch.be_users_2023-11-07,be,uhasselt,2-mailinglist_lifewatch.be_users_2023-11-07_d81ee429-62c9-45ff-ba01-c7de68df486d,Hasselt University,210.0,210.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,University,Science,https://marineinfo.org/id/institute/12,https://ror.org/04nbhqj75,42977f6c-194a-4b4c-9244-ee614dde1674
2-mailinglist_lifewatch.be_users_2023-11-07,be,ilvovlaanderen,2-mailinglist_lifewatch.be_users_2023-11-07_ce7ee6c3-74e4-471d-810a-ec7f55127adf,"ILVO Flanders Research Institute for Agriculture, Fisheries and Food",213.0,213.0,BE,BEL,Kingdom of Belgium,https://www.iso.org/obp/ui/#iso%3Acode%3A3166%3ABE,x,Research institute,Science,https://marineinfo.org/id/institute/5442,https://ror.org/05cjt1n05,3e28e922-018d-448f-8740-d242c100d81e
